,invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
380,I232809,C545424,Shoes,5,3000.85,02-10-2021,Metrocity
381,I157441,C224223,Food & Beverage,4,20.92,22-12-2021,Mall of Istanbul
382,I591015,C286181,Clothing,1,300.08,12-09-2021,Metrocity
383,I219334,C144371,Shoes,4,2400.68,23-03-2022,Kanyon
384,I162719,C402433,Clothing,5,1500.4,11-12-2021,Emaar Square Mall
385,I237375,C297425,Books,1,15.15,29-12-2022,Istinye Park
386,I289611,C222906,Clothing,3,900.24,08-03-2023,Cevahir AVM
387,I217650,C236397,Food & Beverage,3,15.69,10-02-2021,Forum Istanbul
388,I214129,C309079,Clothing,1,300.08,10-05-2021,Metrocity
389,I300799,C116633,Food & Beverage,3,15.69,06-03-2022,Metropol AVM
390,I163771,C259606,Toys,4,143.36,29-03-2021,Mall of Istanbul
391,I252528,C333065,Technology,5,5250.0,04-10-2022,Cevahir AVM
392,I147387,C211494,Clothing,5,1500.4,04-11-2021,Mall of Istanbul
393,I186255,C302831,Clothing,1,300.08,08-11-2022,Kanyon
394,I308341,C282397,Clothing,4,1200.32,17-05-2021,Istinye Park
395,I177664,C233697,Cosmetics,3,121.98,16-06-2022,Kanyon
396,I278519,C129976,Technology,3,3150.0,24-09-2022,Cevahir AVM
397,I160636,C812053,Cosmetics,4,162.64,04-04-2022,Metropol AVM
398,I306136,C324783,Food & Beverage,1,5.23,18-10-2022,Metrocity
399,I240224,C281502,Food & Beverage,1,5.23,16-10-2021,Mall of Istanbul
400,I227030,C433234,Clothing,4,1200.32,17-05-2021,Istinye Park
401,I258204,C167183,Clothing,1,300.08,03-02-2023,Emaar Square Mall
402,I231070,C311195,Clothing,5,1500.4,15-11-2022,Forum Istanbul
403,I434983,C107399,Souvenir,2,23.46,29-07-2021,Istinye Park
404,I326925,C992967,Toys,4,143.36,17-07-2021,Kanyon
405,I183840,C246719,Clothing,1,300.08,08-03-2022,Viaport Outlet
406,I533184,C220859,Shoes,5,3000.85,22-09-2022,Zorlu Center
407,I735039,C285422,Clothing,1,300.08,01-08-2022,Metropol AVM
408,I319997,C217049,Clothing,5,1500.4,03-04-2021,Istinye Park
409,I228150,C141094,Clothing,5,1500.4,21-11-2021,Zorlu Center
410,I215373,C310628,Clothing,5,1500.4,17-09-2021,Kanyon
411,I275695,C297711,Books,5,75.75,09-08-2022,Mall of Istanbul
412,I107255,C211354,Souvenir,1,11.73,08-09-2021,Metrocity
413,I301538,C281864,Food & Beverage,4,20.92,08-10-2021,Mall of Istanbul
414,I119469,C234177,Clothing,1,300.08,03-03-2021,Metropol AVM
415,I678313,C335822,Clothing,4,1200.32,26-12-2021,Zorlu Center
416,I264491,C107261,Cosmetics,5,203.3,13-02-2023,Metropol AVM
417,I177957,C653357,Clothing,4,1200.32,04-07-2021,Cevahir AVM
418,I188384,C327084,Clothing,1,300.08,26-01-2021,Istinye Park
419,I527111,C218706,Food & Beverage,2,10.46,05-10-2022,Metropol AVM
420,I152252,C321931,Books,5,75.75,05-04-2021,Mall of Istanbul
421,I131076,C403983,Souvenir,2,23.46,27-03-2021,Metrocity
422,I151031,C137912,Souvenir,5,58.65,21-11-2022,Mall of Istanbul
423,I638444,C229733,Shoes,2,1200.34,21-02-2022,Metropol AVM
424,I884439,C304835,Toys,4,143.36,22-08-2022,Kanyon
425,I381853,C124933,Cosmetics,3,121.98,06-12-2022,Emaar Square Mall
426,I104404,C111115,Shoes,3,1800.51,25-03-2021,Kanyon
427,I926542,C248988,Toys,1,35.84,05-03-2021,Kanyon
428,I263473,C162574,Shoes,3,1800.51,02-08-2021,Kanyon
429,I177317,C331880,Food & Beverage,4,20.92,16-04-2021,Mall of Istanbul
430,I941223,C291911,Clothing,5,1500.4,03-02-2023,Emaar Square Mall
431,I323436,C153958,Food & Beverage,5,26.15,06-05-2022,Kanyon
432,I245250,C125209,Shoes,1,600.17,05-02-2022,Mall of Istanbul
433,I589196,C320640,Toys,1,35.84,01-12-2022,Mall of Istanbul
434,I241028,C803666,Clothing,2,600.16,16-12-2021,Emaar Square Mall
435,I846943,C134691,Cosmetics,4,162.64,06-01-2023,Mall of Istanbul
436,I131492,C729802,Food & Beverage,3,15.69,08-12-2021,Kanyon
437,I252340,C252250,Food & Beverage,5,26.15,23-02-2021,Mall of Istanbul
438,I571614,C208545,Souvenir,4,46.92,07-01-2022,Istinye Park
439,I269945,C310975,Food & Beverage,1,5.23,14-02-2022,Kanyon
440,I293115,C109758,Clothing,2,600.16,20-05-2022,Viaport Outlet
441,I180632,C214463,Clothing,1,300.08,15-10-2021,Istinye Park
442,I946433,C387164,Technology,4,4200.0,02-02-2023,Kanyon
443,I557864,C135196,Clothing,1,300.08,09-11-2021,Mall of Istanbul
444,I721903,C284031,Food & Beverage,2,10.46,09-01-2023,Mall of Istanbul
445,I995914,C259260,Technology,3,3150.0,22-11-2021,Metrocity
446,I423124,C109593,Clothing,1,300.08,07-01-2023,Metrocity
447,I318626,C270238,Cosmetics,3,121.98,23-09-2022,Istinye Park
448,I284431,C308978,Technology,4,4200.0,24-06-2022,Metropol AVM
449,I334469,C221607,Toys,5,179.2,04-07-2021,Kanyon
450,I568785,C115148,Food & Beverage,5,26.15,23-08-2021,Metropol AVM
451,I307376,C253248,Food & Beverage,5,26.15,11-08-2022,Metrocity
452,I136509,C290760,Cosmetics,4,162.64,02-08-2021,Mall of Istanbul
453,I194798,C258089,Technology,2,2100.0,07-07-2022,Mall of Istanbul
454,I236520,C222102,Toys,3,107.52,13-02-2022,Viaport Outlet
455,I295482,C209440,Shoes,3,1800.51,17-10-2022,Zorlu Center
456,I472275,C203263,Cosmetics,4,162.64,14-11-2022,Metrocity
457,I301404,C232103,Clothing,3,900.24,24-03-2021,Cevahir AVM
458,I100487,C213360,Cosmetics,4,162.64,19-02-2021,Kanyon
459,I206026,C225105,Books,1,15.15,12-11-2022,Forum Istanbul
460,I332620,C158124,Cosmetics,2,81.32,13-04-2021,Mall of Istanbul
461,I434161,C246484,Clothing,2,600.16,03-05-2021,Metropol AVM
462,I166306,C197019,Clothing,3,900.24,24-04-2022,Viaport Outlet
463,I207389,C947114,Clothing,3,900.24,17-12-2022,Kanyon
464,I237018,C115431,Food & Beverage,4,20.92,19-11-2022,Mall of Istanbul
465,I246114,C266394,Toys,5,179.2,22-09-2022,Metropol AVM
466,I216889,C122371,Clothing,2,600.16,16-03-2022,Mall of Istanbul
467,I137065,C736428,Food & Beverage,4,20.92,01-01-2022,Mall of Istanbul
468,I284262,C127339,Food & Beverage,3,15.69,23-07-2021,Kanyon
469,I154122,C164662,Cosmetics,1,40.66,22-12-2021,Metrocity
470,I950429,C248884,Cosmetics,2,81.32,09-03-2022,Kanyon
471,I499170,C100684,Toys,1,35.84,20-02-2022,Kanyon
472,I253083,C240688,Clothing,2,600.16,14-11-2021,Metrocity
473,I508173,C246364,Cosmetics,3,121.98,23-01-2022,Metropol AVM
474,I763131,C195413,Clothing,5,1500.4,16-01-2021,Mall of Istanbul
475,I149766,C197308,Cosmetics,3,121.98,02-04-2022,Mall of Istanbul
476,I702817,C264767,Books,5,75.75,16-10-2022,Kanyon
477,I208491,C299172,Clothing,1,300.08,18-01-2023,Kanyon
478,I337030,C994327,Food & Beverage,2,10.46,27-09-2022,Metrocity
479,I312041,C337644,Clothing,2,600.16,31-01-2022,Mall of Istanbul
480,I150629,C175449,Clothing,3,900.24,10-12-2022,Kanyon
481,I197620,C249092,Food & Beverage,2,10.46,08-04-2022,Metrocity
482,I730771,C432132,Clothing,5,1500.4,05-08-2022,Metrocity
483,I873382,C289802,Shoes,4,2400.68,07-01-2023,Metrocity
484,I637675,C194330,Clothing,4,1200.32,28-06-2021,Kanyon
485,I153278,C127945,Toys,2,71.68,04-06-2022,Mall of Istanbul
486,I842493,C202057,Clothing,3,900.24,25-07-2021,Mall of Istanbul
487,I156991,C315209,Food & Beverage,2,10.46,14-02-2021,Emaar Square Mall
488,I722730,C323605,Souvenir,2,23.46,28-07-2022,Kanyon
489,I299533,C282395,Food & Beverage,3,15.69,09-09-2022,Kanyon
490,I187160,C109491,Shoes,5,3000.85,19-03-2022,Kanyon
491,I101832,C261194,Cosmetics,3,121.98,25-12-2022,Kanyon
492,I943403,C232330,Toys,1,35.84,20-09-2022,Mall of Istanbul
493,I454983,C737782,Souvenir,5,58.65,12-04-2022,Mall of Istanbul
494,I338302,C123201,Cosmetics,4,162.64,03-10-2021,Viaport Outlet
495,I328822,C230641,Food & Beverage,3,15.69,13-06-2022,Metrocity
496,I168181,C805154,Clothing,3,900.24,01-07-2021,Metrocity
497,I108543,C330021,Clothing,5,1500.4,08-07-2022,Viaport Outlet
498,I120615,C107668,Toys,2,71.68,02-02-2022,Istinye Park
499,I248840,C209722,Clothing,3,900.24,10-11-2022,Mall of Istanbul
500,I283774,C210614,Toys,1,35.84,01-01-2023,Istinye Park
501,I212305,C212378,Books,1,15.15,06-11-2021,Emaar Square Mall
502,I111228,C313586,Clothing,1,300.08,09-04-2021,Kanyon
503,I230558,C292604,Cosmetics,2,81.32,31-07-2021,Kanyon
504,I130124,C216257,Clothing,3,900.24,15-08-2022,Viaport Outlet
505,I221797,C272779,Food & Beverage,3,15.69,24-08-2021,Metrocity
506,I154490,C100507,Clothing,5,1500.4,24-01-2022,Mall of Istanbul
507,I159376,C190072,Food & Beverage,2,10.46,14-06-2022,Metropol AVM
508,I214545,C111827,Souvenir,4,46.92,05-12-2021,Metropol AVM
509,I213589,C203955,Technology,2,2100.0,12-10-2021,Viaport Outlet
510,I101148,C680169,Cosmetics,4,162.64,21-04-2022,Cevahir AVM
511,I186663,C281091,Toys,1,35.84,24-06-2021,Kanyon
512,I291062,C209122,Cosmetics,4,162.64,05-03-2023,Kanyon
513,I103389,C231964,Cosmetics,1,40.66,09-05-2021,Kanyon
514,I140596,C291641,Cosmetics,2,81.32,11-09-2021,Metrocity
515,I115322,C315386,Food & Beverage,1,5.23,01-10-2021,Forum Istanbul
516,I273800,C290158,Cosmetics,2,81.32,01-08-2021,Mall of Istanbul
517,I384332,C226218,Cosmetics,1,40.66,04-09-2021,Metrocity
518,I268628,C633946,Cosmetics,3,121.98,21-05-2021,Mall of Istanbul
519,I146305,C118742,Food & Beverage,2,10.46,11-07-2022,Kanyon
520,I648743,C218295,Shoes,5,3000.85,02-01-2023,Mall of Istanbul
521,I148083,C636874,Cosmetics,5,203.3,29-06-2021,Istinye Park
522,I733806,C310472,Food & Beverage,4,20.92,21-03-2021,Metropol AVM
523,I214007,C119440,Toys,4,143.36,25-03-2022,Metrocity
524,I480974,C230305,Food & Beverage,2,10.46,10-05-2021,Mall of Istanbul
525,I126095,C197131,Food & Beverage,5,26.15,24-03-2022,Metropol AVM
526,I100033,C278721,Food & Beverage,4,20.92,19-10-2021,Zorlu Center
527,I265860,C247868,Food & Beverage,4,20.92,15-03-2022,Mall of Istanbul
528,I512570,C834257,Souvenir,4,46.92,24-11-2022,Metrocity
529,I118757,C242041,Clothing,1,300.08,21-07-2022,Kanyon
530,I313516,C892871,Books,4,60.6,29-03-2021,Metrocity
531,I223795,C280596,Clothing,3,900.24,26-12-2022,Metrocity
532,I254341,C703073,Food & Beverage,2,10.46,21-01-2023,Metropol AVM
533,I273435,C282097,Food & Beverage,4,20.92,06-11-2021,Emaar Square Mall
534,I127616,C179726,Books,5,75.75,12-12-2021,Kanyon
535,I893043,C838282,Clothing,5,1500.4,11-11-2022,Kanyon
536,I295712,C181939,Food & Beverage,2,10.46,25-06-2022,Mall of Istanbul
537,I162565,C755148,Clothing,2,600.16,04-07-2022,Istinye Park
538,I300520,C282107,Books,3,45.45,02-02-2023,Metrocity
539,I149473,C102560,Clothing,3,900.24,30-01-2021,Kanyon
540,I936118,C229670,Food & Beverage,3,15.69,19-02-2023,Istinye Park
541,I242648,C269986,Food & Beverage,1,5.23,22-06-2022,Metrocity
542,I725938,C191300,Cosmetics,3,121.98,16-10-2022,Metropol AVM
543,I299480,C167158,Shoes,2,1200.34,09-12-2022,Metrocity
544,I134272,C318225,Toys,1,35.84,01-12-2022,Metropol AVM
545,I128518,C101108,Shoes,1,600.17,06-09-2021,Mall of Istanbul
546,I293208,C103073,Shoes,1,600.17,07-02-2022,Mall of Istanbul
547,I332003,C299787,Cosmetics,2,81.32,16-12-2021,Cevahir AVM
548,I251779,C555827,Toys,5,179.2,12-03-2022,Zorlu Center
549,I334155,C992695,Books,3,45.45,15-12-2022,Viaport Outlet
550,I724379,C178176,Clothing,1,300.08,26-12-2021,Metropol AVM
551,I843249,C211245,Cosmetics,4,162.64,04-01-2021,Kanyon
552,I292746,C139231,Clothing,5,1500.4,27-04-2022,Viaport Outlet
553,I230701,C339339,Clothing,2,600.16,19-02-2023,Emaar Square Mall
554,I230983,C321993,Clothing,1,300.08,02-03-2023,Kanyon
555,I313187,C226519,Souvenir,4,46.92,28-01-2021,Kanyon
556,I206607,C715684,Clothing,1,300.08,19-06-2021,Kanyon
557,I323928,C328195,Cosmetics,3,121.98,16-07-2021,Cevahir AVM
558,I374693,C284366,Food & Beverage,2,10.46,03-11-2021,Istinye Park
559,I318521,C354398,Clothing,5,1500.4,16-11-2021,Mall of Istanbul
560,I222827,C317063,Clothing,3,900.24,27-11-2022,Mall of Istanbul
561,I649554,C156360,Toys,3,107.52,02-08-2021,Kanyon
562,I111055,C474896,Technology,1,1050.0,26-08-2022,Mall of Istanbul
563,I570709,C140082,Shoes,1,600.17,08-09-2021,Cevahir AVM
564,I251307,C240510,Shoes,1,600.17,01-01-2022,Mall of Istanbul
565,I117277,C292758,Clothing,1,300.08,11-01-2023,Istinye Park
566,I240824,C222262,Clothing,5,1500.4,28-08-2021,Mall of Istanbul
567,I135134,C130016,Cosmetics,1,40.66,01-03-2021,Metrocity
568,I222401,C305749,Food & Beverage,5,26.15,22-05-2021,Viaport Outlet
569,I263185,C316261,Clothing,5,1500.4,09-03-2021,Kanyon
570,I311849,C178487,Technology,5,5250.0,21-04-2021,Cevahir AVM
571,I137332,C205731,Shoes,4,2400.68,03-05-2021,Istinye Park
572,I319596,C171122,Technology,1,1050.0,13-01-2022,Istinye Park
573,I632642,C266021,Souvenir,5,58.65,12-03-2022,Mall of Istanbul
574,I127930,C576719,Clothing,1,300.08,15-11-2022,Kanyon
575,I258931,C254022,Cosmetics,3,121.98,20-10-2021,Emaar Square Mall
576,I230411,C121489,Cosmetics,5,203.3,30-09-2021,Mall of Istanbul
577,I136610,C211545,Cosmetics,4,162.64,31-01-2021,Mall of Istanbul
578,I234673,C245349,Food & Beverage,4,20.92,08-07-2021,Metropol AVM
579,I138615,C644605,Clothing,5,1500.4,07-10-2021,Kanyon
580,I116541,C293936,Toys,2,71.68,09-07-2021,Viaport Outlet
581,I332971,C387282,Shoes,4,2400.68,13-01-2021,Istinye Park
582,I786653,C405837,Shoes,1,600.17,20-07-2022,Mall of Istanbul
583,I115338,C193298,Clothing,3,900.24,01-09-2021,Emaar Square Mall
584,I201131,C363987,Clothing,1,300.08,25-10-2022,Cevahir AVM
585,I328046,C995929,Cosmetics,3,121.98,17-06-2022,Mall of Istanbul
586,I153790,C236969,Cosmetics,1,40.66,09-05-2021,Viaport Outlet
587,I251311,C145797,Shoes,4,2400.68,29-04-2022,Emaar Square Mall
588,I326582,C241450,Clothing,3,900.24,09-11-2021,Metrocity
589,I474661,C196296,Cosmetics,5,203.3,08-10-2021,Mall of Istanbul
590,I160638,C306908,Clothing,2,600.16,29-05-2022,Kanyon
591,I437948,C141984,Food & Beverage,5,26.15,22-08-2022,Metrocity
592,I282321,C720642,Food & Beverage,1,5.23,16-11-2022,Kanyon
593,I707747,C270638,Souvenir,5,58.65,17-08-2022,Kanyon
594,I158486,C858536,Food & Beverage,3,15.69,10-02-2023,Istinye Park
595,I224933,C289573,Cosmetics,2,81.32,20-01-2021,Kanyon
596,I164873,C122094,Books,4,60.6,19-05-2022,Metrocity
597,I325555,C162986,Technology,4,4200.0,30-01-2023,Metrocity
598,I325396,C271881,Food & Beverage,5,26.15,25-02-2021,Istinye Park
599,I280155,C214260,Toys,5,179.2,18-12-2022,Mall of Istanbul
600,I156562,C209210,Cosmetics,4,162.64,16-07-2022,Metrocity
601,I332361,C296477,Clothing,3,900.24,18-01-2022,Kanyon
602,I317628,C134069,Food & Beverage,3,15.69,11-09-2021,Mall of Istanbul
603,I907952,C241442,Clothing,2,600.16,07-08-2022,Metropol AVM
604,I281621,C312418,Food & Beverage,4,20.92,31-01-2021,Kanyon
605,I289841,C127004,Food & Beverage,1,5.23,15-07-2021,Cevahir AVM
606,I335087,C198868,Books,5,75.75,16-10-2021,Kanyon
607,I239889,C173860,Clothing,1,300.08,29-03-2021,Mall of Istanbul
608,I742907,C186098,Clothing,1,300.08,22-09-2021,Metropol AVM
609,I271714,C285261,Toys,1,35.84,20-03-2021,Emaar Square Mall
610,I457421,C214662,Cosmetics,4,162.64,28-08-2022,Kanyon
611,I246390,C163444,Clothing,4,1200.32,03-06-2022,Metropol AVM
612,I179338,C533520,Shoes,2,1200.34,27-03-2021,Istinye Park
613,I254528,C339565,Cosmetics,4,162.64,04-11-2021,Mall of Istanbul
614,I299925,C202977,Clothing,2,600.16,11-08-2021,Mall of Istanbul
615,I321373,C237063,Food & Beverage,5,26.15,05-08-2022,Zorlu Center
616,I966684,C108497,Toys,4,143.36,02-10-2022,Mall of Istanbul
617,I726807,C219299,Clothing,4,1200.32,30-12-2022,Viaport Outlet
618,I333100,C247547,Clothing,5,1500.4,05-01-2022,Mall of Istanbul
619,I207643,C190917,Toys,1,35.84,28-02-2022,Mall of Istanbul
620,I647207,C337220,Clothing,2,600.16,10-11-2022,Kanyon
621,I330964,C217919,Shoes,2,1200.34,29-11-2022,Metropol AVM
622,I237324,C112544,Toys,1,35.84,21-08-2021,Forum Istanbul
623,I269825,C168912,Food & Beverage,3,15.69,29-06-2021,Mall of Istanbul
624,I305024,C279747,Clothing,4,1200.32,07-07-2021,Kanyon
625,I223568,C249401,Toys,2,71.68,27-08-2022,Istinye Park
626,I194268,C128618,Souvenir,5,58.65,26-02-2023,Metropol AVM
627,I155448,C182105,Shoes,1,600.17,27-12-2021,Mall of Istanbul
628,I205336,C331127,Cosmetics,1,40.66,01-02-2023,Istinye Park
629,I171351,C286564,Souvenir,1,11.73,10-02-2022,Kanyon
630,I249223,C188064,Clothing,2,600.16,31-01-2021,Mall of Istanbul
631,I258001,C293329,Cosmetics,4,162.64,25-11-2021,Kanyon
632,I231029,C113739,Clothing,4,1200.32,18-01-2023,Istinye Park
633,I163202,C836254,Clothing,3,900.24,15-03-2021,Mall of Istanbul
634,I169427,C245894,Clothing,5,1500.4,03-12-2022,Forum Istanbul
635,I737161,C144894,Food & Beverage,4,20.92,24-04-2022,Mall of Istanbul
636,I225327,C190794,Cosmetics,2,81.32,19-08-2022,Cevahir AVM
637,I159355,C142508,Food & Beverage,4,20.92,28-11-2021,Metropol AVM
638,I280408,C135555,Clothing,1,300.08,14-06-2021,Viaport Outlet
639,I323785,C501563,Toys,2,71.68,08-01-2021,Kanyon
640,I257286,C152590,Cosmetics,1,40.66,12-05-2021,Mall of Istanbul
641,I331405,C772839,Clothing,3,900.24,02-11-2022,Kanyon
642,I306957,C623421,Clothing,2,600.16,17-09-2022,Cevahir AVM
643,I147079,C222949,Clothing,4,1200.32,01-05-2022,Metropol AVM
644,I829259,C133451,Cosmetics,4,162.64,17-11-2022,Viaport Outlet
645,I296251,C195342,Cosmetics,2,81.32,17-06-2022,Metrocity
646,I808238,C336400,Shoes,2,1200.34,14-07-2022,Mall of Istanbul
647,I891465,C175833,Clothing,1,300.08,21-07-2022,Metrocity
648,I563052,C246602,Cosmetics,4,162.64,28-07-2021,Metrocity
649,I130443,C329003,Shoes,1,600.17,08-06-2021,Istinye Park
650,I241690,C270340,Souvenir,2,23.46,14-06-2022,Kanyon
651,I643231,C330141,Toys,4,143.36,03-02-2021,Kanyon
652,I295337,C121707,Shoes,4,2400.68,05-08-2022,Mall of Istanbul
653,I265980,C112452,Books,1,15.15,01-04-2022,Forum Istanbul
654,I293153,C269710,Food & Beverage,2,10.46,10-11-2022,Metropol AVM
655,I193148,C297610,Clothing,4,1200.32,11-02-2023,Cevahir AVM
656,I318625,C319935,Technology,5,5250.0,26-02-2023,Zorlu Center
657,I142245,C785507,Cosmetics,3,121.98,01-12-2022,Zorlu Center
658,I205906,C217834,Clothing,4,1200.32,04-02-2021,Kanyon
659,I277462,C709370,Clothing,2,600.16,22-09-2021,Metrocity
660,I753100,C216369,Food & Beverage,1,5.23,05-03-2021,Emaar Square Mall
661,I610847,C322689,Clothing,4,1200.32,06-02-2023,Metrocity
662,I295181,C146203,Food & Beverage,2,10.46,17-11-2022,Metrocity
663,I198308,C611809,Food & Beverage,5,26.15,11-10-2021,Metrocity
664,I180570,C210236,Shoes,5,3000.85,06-03-2021,Metrocity
665,I260475,C297118,Clothing,5,1500.4,17-03-2022,Mall of Istanbul
666,I251024,C180586,Food & Beverage,2,10.46,09-02-2021,Mall of Istanbul
667,I302151,C314705,Technology,4,4200.0,15-03-2021,Kanyon
668,I145917,C272419,Cosmetics,5,203.3,01-02-2023,Forum Istanbul
669,I254721,C282520,Clothing,5,1500.4,27-09-2021,Kanyon
670,I103120,C319624,Shoes,4,2400.68,20-02-2022,Mall of Istanbul
671,I173288,C264687,Food & Beverage,5,26.15,25-01-2023,Metrocity
672,I279088,C140543,Technology,3,3150.0,30-07-2021,Metrocity
673,I190414,C339391,Food & Beverage,3,15.69,18-04-2021,Forum Istanbul
674,I613381,C285587,Clothing,1,300.08,08-02-2021,Mall of Istanbul
675,I107697,C137134,Toys,1,35.84,18-08-2022,Istinye Park
676,I193600,C103896,Clothing,4,1200.32,10-09-2021,Istinye Park
677,I165090,C315479,Clothing,3,900.24,27-07-2021,Forum Istanbul
678,I260728,C181912,Toys,5,179.2,03-04-2021,Kanyon
679,I164219,C335107,Toys,4,143.36,03-06-2021,Cevahir AVM
680,I318282,C121510,Souvenir,2,23.46,12-01-2021,Metrocity
681,I212598,C477489,Food & Beverage,3,15.69,07-01-2021,Forum Istanbul
682,I212833,C331382,Cosmetics,2,81.32,29-04-2021,Metrocity
683,I326146,C554087,Clothing,2,600.16,01-07-2021,Metropol AVM
684,I169684,C226252,Food & Beverage,1,5.23,28-07-2021,Zorlu Center
685,I462436,C227695,Cosmetics,3,121.98,09-09-2021,Cevahir AVM
686,I940151,C246136,Food & Beverage,3,15.69,20-09-2021,Mall of Istanbul
687,I210603,C170928,Cosmetics,4,162.64,16-07-2021,Istinye Park
688,I174942,C200317,Clothing,3,900.24,23-01-2023,Kanyon
689,I163206,C192979,Food & Beverage,3,15.69,26-06-2021,Mall of Istanbul
690,I266121,C198568,Clothing,4,1200.32,05-01-2022,Kanyon
691,I454912,C251518,Toys,2,71.68,04-12-2022,Metropol AVM
692,I831916,C215210,Clothing,5,1500.4,24-09-2021,Mall of Istanbul
693,I180372,C271571,Souvenir,5,58.65,13-09-2022,Forum Istanbul
694,I466698,C303444,Shoes,3,1800.51,24-02-2023,Kanyon
695,I119678,C506925,Technology,4,4200.0,04-03-2021,Emaar Square Mall
696,I296369,C294604,Food & Beverage,1,5.23,24-02-2021,Kanyon
697,I133116,C190939,Clothing,5,1500.4,02-12-2021,Kanyon
698,I165625,C129849,Shoes,4,2400.68,30-10-2022,Mall of Istanbul
699,I333045,C235178,Clothing,1,300.08,09-12-2022,Kanyon
700,I131869,C267843,Food & Beverage,1,5.23,29-01-2023,Kanyon
701,I168101,C186861,Souvenir,3,35.19,26-04-2022,Forum Istanbul
702,I713258,C219983,Clothing,3,900.24,03-01-2021,Kanyon
703,I144171,C250033,Clothing,1,300.08,20-04-2022,Kanyon
704,I191531,C506663,Shoes,3,1800.51,20-12-2022,Metrocity
705,I165583,C235482,Clothing,1,300.08,08-02-2023,Metrocity
706,I210803,C781893,Clothing,4,1200.32,17-09-2022,Metrocity
707,I209258,C328444,Cosmetics,5,203.3,07-07-2022,Metrocity
708,I169548,C307592,Clothing,5,1500.4,15-09-2022,Mall of Istanbul
709,I140693,C541983,Clothing,2,600.16,27-11-2022,Cevahir AVM
710,I172509,C283381,Shoes,3,1800.51,26-12-2022,Mall of Istanbul
711,I301205,C301099,Food & Beverage,4,20.92,16-09-2022,Kanyon
712,I338366,C246641,Shoes,5,3000.85,01-03-2021,Viaport Outlet
713,I108742,C312617,Clothing,5,1500.4,28-04-2021,Mall of Istanbul
714,I261374,C204164,Toys,2,71.68,23-04-2021,Istinye Park
715,I860717,C259798,Clothing,2,600.16,10-10-2021,Forum Istanbul
716,I295440,C215336,Food & Beverage,2,10.46,10-04-2022,Mall of Istanbul
717,I273820,C339648,Food & Beverage,4,20.92,02-12-2022,Cevahir AVM
718,I279919,C290275,Clothing,2,600.16,27-08-2022,Istinye Park
719,I190006,C230120,Cosmetics,1,40.66,13-09-2021,Metrocity
720,I156252,C478733,Toys,4,143.36,15-09-2022,Viaport Outlet
721,I183583,C201255,Cosmetics,1,40.66,11-06-2022,Forum Istanbul
722,I258930,C289918,Shoes,4,2400.68,13-07-2021,Istinye Park
723,I651105,C937123,Food & Beverage,1,5.23,14-12-2021,Mall of Istanbul
724,I135098,C322924,Clothing,5,1500.4,09-09-2022,Kanyon
725,I187453,C690345,Shoes,3,1800.51,29-01-2023,Metrocity
726,I176625,C247049,Clothing,4,1200.32,05-07-2022,Metropol AVM
727,I289516,C280253,Clothing,5,1500.4,04-11-2021,Zorlu Center
728,I188382,C169477,Clothing,1,300.08,14-03-2021,Emaar Square Mall
729,I749173,C131819,Shoes,4,2400.68,23-07-2022,Mall of Istanbul
730,I752413,C442324,Clothing,3,900.24,13-10-2021,Mall of Istanbul
